,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,p_val_21,p_val_31,p_val_41,p_val_42,p_val_43,p_val_51,p_val_52,p_val_61,p_val_62,p_val_63,p_val_64,p_val_71,p_val_73,p_val_87,p_val_97,p_val_98,p_val_82,p_val_53,p_val_95
1942,-157.6051996009335,-262.59543795939703,-160.30562916531102,-265.7554141133699,-160.3056242199068,-161.56546821963173,-261.53323114346495,-262.59541658241017,-265.7554025572425,-265.75541188095025,-265.7554025578823,1.5909605600373962e-23,0.2591845864344244,3.277021647678607e-24,0.20597755406341323,1.0,0.2591852273214898,1.0,0.1380506945667571,1.0,0.5326346619060427,1.0,2.70591838244956e-23,1.0440120763640335e-22,0.5879621408460671,0.1211064089673889,0.20597654262758977,1.0,1.0,1.2643624084748956e-23
1943,-228.50743878844656,-245.22442055789963,-228.50744100979233,-245.30183607593352,-228.5073360058741,-228.59548180390635,-246.00830744249603,-245.22650652239497,-245.22569829397153,-245.22901214732502,-245.22768203663364,0.00023439780029169772,0.9999988893277334,0.00022549814082286701,0.9620318131921232,1.0,1.0,1.0,0.9569333757871414,1.0,0.9569344386276833,1.0,0.00015839251602378402,0.0001583926919461541,1.0,1.0,1.0,0.998957561469271,1.0,0.00023423606085244675
1944,-178.2537251165737,-259.18640540716945,-178.25372134229082,-259.1622649225544,-178.25371636196834,-179.42161761579354,-261.35649458000955,-259.18639880900366,-257.997068359727,-259.18639673592816,-259.1863989349158,2.6649666103632394e-18,1.0,2.6973283170129878e-18,1.0,1.0,1.0,1.0,0.5576932217424005,1.0,0.5576921692974058,1.0,9.00456827950101e-19,9.004551286623136e-19,1.0,1.0,1.0,1.0,1.0,4.830044471700463e-18
1945,-131.018203027528,-252.82950780908322,-131.0181278709551,-252.82951076538785,-131.01819443824056,-131.24070030558343,-252.87062034821656,-252.82945650885745,-252.82946001452208,-252.82951132233984,-252.82945713514584,3.5400651115211935e-27,1.0,3.540059878769617e-27,0.999998521848779,1.0,1.0,1.0,0.8947162598895027,1.0,0.8946826386173266,1.0,3.468037425389757e-27,3.467907104934651e-27,1.0,1.0,0.9999982471692178,1.0,0.9999667169111723,3.540134506812169e-27
1946,-269.84121185731465,-269.885599638808,-270.43254433845,-270.4721716784386,-270.43234828041625,-270.4315907522388,-269.41459096062385,-269.9265353307295,-270.16748788001246,-270.46279909015186,-270.4771211780253,0.9780505817082139,0.7440357155217731,0.7294387249071914,0.7458087940944633,1.0,0.7441086561865731,0.7608079480786673,0.7443905512061397,0.76109616938832,1.0,1.0,1.0,1.0,0.7741635018096837,0.6862944886029887,0.8864981195815967,0.9797401985728529,1.0,1.0
1947,-104.46006988383957,-251.5425053824883,-104.4713321837807,-251.5425531296705,-104.47133258765848,-104.47128022732088,-250.81211762863504,-251.5183106219591,-251.51836426795,-251.54255775819018,-251.5183603859154,1.1520065251900078e-32,0.9943846752357894,1.1519790229855757e-32,0.9999761266938679,1.0,0.9943844744308734,1.0,0.9944105079250479,1.0,1.0,1.0,1.6598033033862354e-32,1.6691762702322996e-32,0.7025094002942156,0.7024905571404831,0.9999731773642819,1.0,0.9999997980611317,1.1725808048308088e-32
1948,-196.04787483666678,-247.06685537840454,-196.46293035059745,-247.06685571123325,-196.46107260161915,-196.46034838508442,-245.74499470345313,-247.06674805858324,-245.9161875851822,-247.40213490555752,-245.91677316162293,8.343900935289903e-12,0.8125906864085517,8.343899546745137e-12,0.9999998335856614,1.0,0.8133458318306395,1.0,0.8136404044109387,1.0,1.0,1.0,1.6158741660783965e-11,1.988546254720395e-11,0.5163984210808017,0.9179646094845494,1.0,1.0,1.0,1.823720291898166e-11
1949,-258.41278457167766,-259.99164753242064,-258.560302330823,-260.10273621368077,-258.56029479595986,-258.5601930239774,-260.0976562618934,-259.99164748594853,-259.9063613942576,-259.99175255745257,-260.10273625326863,0.45410288831529666,0.9288956425551798,0.4295677446030012,0.9459700778312163,1.0,0.9288991421125362,1.0,0.9289464112688061,1.0,1.0,1.0,0.4306602231662626,0.463626055970738,1.0,1.0,1.0,1.0,1.0,0.510158764305337
1950,-231.3281981767509,-248.775257533205,-231.32818576383204,-248.77525303211803,-231.32818080044999,-233.4772381655433,-248.16915992651093,-248.77525728585317,-245.77940449702257,-248.77525301886422,-248.77525279065614,0.00016271185565076848,1.0,0.00016271222184128774,1.0,1.0,1.0,1.0,0.3414616194608145,1.0,0.34145950019970234,1.0,0.0002203086864407437,0.000220307319108062,0.7385631424844994,1.0,1.0,1.0,1.0,0.0007277071564734498
1951,-254.3514926515823,-257.16958922371407,-259.6256834049897,-259.66249965109,-259.6256781826581,-259.6252182539174,-259.8127018945155,-257.186795819923,-259.8119426730631,-259.6658170052821,-259.66593371691,0.24437574832055828,0.07156884848574883,0.070263452126569,0.2875221973106814,1.0,0.07156903536412215,0.29286472105342426,0.07158549558483467,0.29293207724905995,1.0,1.0,0.06517986860416966,0.9107295979080704,1.0,1.0,0.26912658696149,0.9914336043611957,1.0,0.9110730072946661
