,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,gene_id,p_val_21,p_val_31,p_val_41,p_val_42,p_val_43,p_val_51,p_val_52,p_val_61,p_val_62,p_val_63,p_val_64,p_val_71,p_val_73,p_val_87,p_val_97,p_val_98,p_val_82,p_val_53,p_val_95
0,-20.908466102152374,-20.816641062399043,-22.334169305076728,-22.334224149812968,-22.31966485017267,-21.710093125361396,-19.55236368941513,-20.816622728689225,-21.0659300660152,-22.319736617287077,-21.08704225721266,Fcan01_20047,1.0,0.4902442211844873,0.49023077771131207,0.46823192306648653,1.0,0.49381250715486735,0.47165292423881067,0.6697749546485994,0.6397191471759484,1.0,1.0,1.0,1.0,0.5314588430643659,0.4691732441180847,0.882802591848608,1.0,1.0,1.0
1,,,,,,,,,,,,Fcan01_20048,,,,,,,,,,,,,,,,,,,
2,-21.93740751145444,-21.938641486010965,-21.940248550874742,-21.93637243920716,-21.941427178470775,-22.022615520021276,-22.095945877525423,-21.933854441564506,-21.929899815674332,-21.93400076693308,-21.941530363486038,Fcan01_20049,0.9993832030192482,0.9985804887504025,1.0,1.0,1.0,0.9979921848547793,0.9986081233302035,0.9582907939905679,0.9588822296547155,0.9596530322655793,0.957794972201638,0.9237912220480432,0.9251044181766974,1.0,1.0,1.0,1.0,0.9994108598132542,1.0
3,-53.419211086010705,-53.431124843922134,-53.419199869469566,-53.41623478146906,-53.419196744535554,-53.419207637966906,-49.06573058412522,-53.43230598664931,-54.13606118831106,-53.431110702686425,-53.43229436146578,Fcan01_20050,0.9940608280707476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999961157588734,0.9985146759383793,1.0,1.0,0.11267049412032785,0.07924861821949356,0.7033662081472636,0.9994096029893551,1.0,0.698770985611896
4,-14.258291989448765,-14.746107675227535,-14.853439291796207,-15.362436466906871,-14.852800265087723,-14.84882184892922,-14.635799877018911,-14.746455322519097,-15.240714537764234,-15.361847043790249,-15.36280670083994,Fcan01_20051,0.7835598415465949,0.7426178865276003,0.5757554705447199,0.7347945109186432,1.0,0.7428552007699605,0.9480516501505599,0.7443343650320486,0.9499393990928339,1.0,1.0,0.8279902137700066,1.0,0.9461750140596167,0.7390000204416818,0.7810394583037668,0.9998261914606735,1.0,0.8236932100190401
5,-7.098924422192255,-8.429921688159794,-7.137553142982966,-8.429935436378372,-7.152825714201782,-7.353576180226611,-9.417502086446092,-8.4284550379692,-8.490057111575766,-8.491403938460081,-8.471106795102912,Fcan01_20052,0.5140171578855741,0.9808709667867748,0.514013624487599,0.9999931259143378,1.0,0.9734092819758985,1.0,0.8804467067341517,1.0,0.8976172570571621,1.0,0.3137092014762455,0.3198271863463569,1.0,1.0,0.9696684822254589,1.0,0.9923927967454068,0.5124174271600124
6,-32.173243138563805,-32.98066742403117,-32.35725161466209,-33.17524129560476,-32.35725140678696,-32.35724938772273,-32.93211867505369,-32.9806881509121,-33.17524110288295,-33.289222652164455,-33.17518744122782,Fcan01_20053,0.6678363351443042,0.9121012840068348,0.6059249905644002,0.9072956331935333,1.0,0.9121013788084272,1.0,0.9121022996045243,1.0,1.0,1.0,0.6842460059187842,0.7501864298588761,0.9760077637593602,0.8855368445129136,0.9073051233752761,0.9999896366132336,1.0,0.6643176548460734
7,-61.61916939576446,-61.6305307798585,-61.61914808154927,-61.61547935055842,-61.61914586121068,-61.619165466599355,-61.12388309608713,-61.6147980093246,-62.176214910997004,-61.630506342877,-61.631784384082295,Fcan01_20054,0.9943354125744819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999991307512737,0.9981586393680087,1.0,1.0,0.7823465667547892,0.5908660674637722,0.7552484954522303,1.0,1.0,0.7568921356786867
8,-34.94863219371962,-34.947056380921,-34.9485813591952,-34.95393212591216,-34.94858332297545,-34.97546591357491,-35.03592488502201,-34.954341826420944,-35.20422031505606,-34.94701905988853,-34.95429146903402,Fcan01_20055,1.0,1.0,0.9973535419644528,0.9965680302218657,1.0,1.0,0.9992368203426221,0.9866727449511581,0.9858956453624573,0.9866476667499973,0.9892908617016016,0.9572924482525511,0.957268116808605,1.0,0.9192954523218526,0.8825505209149562,0.996363903915733,0.9999990181103573,0.8800130905105935
9,-12.737396100779563,-14.134797199651643,-12.820957697841465,-14.219309574375245,-12.84231981879347,-13.101604465889523,-15.208871105752138,-14.129415753838714,-14.23907924302577,-14.24317668842798,-14.214860015578608,Fcan01_20056,0.4972310112860989,0.9590799892751994,0.47665766137366194,0.9586241617166559,1.0,0.9488905119920374,1.0,0.8335144982220556,1.0,0.8690771442869569,1.0,0.2906203500820217,0.3030199288191288,1.0,1.0,0.946644412594965,1.0,0.9893757795000369,0.497390567145495
10,-36.333684568631696,-38.756790821508616,-36.95340679757564,-39.46855305558498,-36.9566261884286,-36.974197959395696,-39.1096008641411,-38.755933903770654,-39.47121546416588,-39.472108303277594,-39.46762528613368,Fcan01_20057,0.2977345008212004,0.7335488284662119,0.20857966101865213,0.7005558994451611,1.0,0.732368988118494,1.0,0.7259626618910783,1.0,0.9896582663883526,1.0,0.24958439917271966,0.3402423799034338,1.0,0.8345961698727301,0.6993242410075833,1.0,0.9983915994383294,0.28442245232786423
11,-99.9064279930756,-99.8975659616188,-100.08700464772176,-100.07897816650825,-100.08703461543533,-101.77756376223294,-100.08722891192448,-100.69608645253183,-99.09555840129596,-100.0789819942201,-100.07898237096947,Fcan01_20058,1.0,0.9136677119242074,0.9173418479513978,0.9132860840075883,1.0,0.9136540217606275,0.90961456248288,0.39236298536377245,0.39062826492942426,0.4294372891184324,0.42771730761002014,0.913565266187556,0.999887874185205,0.7375445614387587,1.0,1.0,0.6708161017924101,0.999985016255471,1.0
12,-23.975669306617533,-23.973952686832746,-23.97822985492391,-23.976566215130788,-23.97822908496107,-23.978222004148478,-23.955917393885045,-23.973993147944498,-23.89731505606511,-23.976580283246165,-23.975958766717298,Fcan01_20059,1.0,0.998720545048127,0.9995516462839529,0.9986940892954589,1.0,0.9987209295370539,0.9978640852550563,0.998724465421181,0.9978676181056012,1.0,0.9991724481012592,1.0,1.0,0.9910028418178956,1.0,1.0,0.9999797696487605,1.0,1.0
13,-25.919907005101948,-25.920514003522726,-25.92014133143772,-25.920244736414617,-25.920139941719754,-25.920409188267115,-25.938410903312104,-25.919140172636872,-25.82931952177222,-25.920243484412566,-25.91884310647606,Fcan01_20060,0.9996965468408372,0.9998828436954501,0.9998311486006679,1.0,1.0,0.9998835384732672,1.0,0.9997489399382694,1.0,0.9998660805533118,0.9999177774542096,0.990790718488519,0.9909068094684697,1.0,1.0,1.0,1.0,1.0,1.0
14,-115.63221323204846,-115.63919583769018,-115.64173179354478,-115.648297308953,-115.64087934859651,-115.64042836640692,-115.46160896373843,-115.63919865278274,-115.4250861206121,-115.63993679804139,-115.63937409873907,Fcan01_20061,0.9965147846903224,0.995252026682934,0.9919902122273173,0.9954596032768233,1.0,0.9956763158785042,0.9991585987235716,0.9959008573361317,0.9993839254935073,1.0,1.0,1.0,1.0,0.9150332784089319,1.0,1.0,0.9999985924547119,1.0,1.0
15,,,,,,,,,,,,Fcan01_20062,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,Fcan01_20063,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,Fcan01_20064,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,Fcan01_20065,,,,,,,,,,,,,,,,,,,
19,-192.02302851873574,-192.86186106869877,-191.9644834414368,-192.02392073394572,-191.96467776993114,-192.02302343086296,-192.8628637191967,-192.8618614453523,-190.58265347437975,-192.02887413529248,-192.02377700820523,Fcan01_20066,0.6574304664432729,1.0,0.9995539918862161,1.0,1.0,1.0,1.0,1.0,1.0,0.9711542225605613,1.0,0.6571009625522195,0.6381447510294784,1.0,1.0,1.0,0.999999811673252,0.9999028404731272,1.0
20,-192.0230285187357,-192.63131817389575,-191.96448344143693,-192.02397961852301,-191.96467776993117,-192.02302343086293,-192.03193131440804,-192.0825529988581,-190.7039338258417,-192.024019816878,-192.02703439376168,Fcan01_20067,0.737754011584866,1.0,0.9995245631622783,1.0,1.0,1.0,1.0,1.0,1.0,0.9711542225606303,1.0,0.9955584949508306,0.9668383765991476,0.9750067916389377,1.0,1.0,1.0,0.9999028404731698,1.0
21,-36.158317939603535,-36.272415847533125,-36.15830682157039,-36.27241056467315,-36.15830067696959,-36.158313048460144,-36.130649576827636,-36.277486213879484,-36.19584384235259,-36.27240910743532,-36.27748157725978,Fcan01_20068,0.9445478288735428,1.0,0.9445503238337971,1.0,1.0,1.0,1.0,1.0,1.0,0.9999968865599707,1.0,1.0,1.0,0.9292120421011438,0.9679284277030039,1.0,0.9974680276897328,1.0,0.9814035061900896
22,-36.13441672697064,-36.130438020681765,-36.13440655403707,-36.1352894762077,-36.36528773283652,-36.365433251822026,-35.49493719869426,-36.12985954566972,-36.05405285841883,-36.13044003124759,-36.129815244380666,Fcan01_20069,1.0,1.0,0.9995637205790255,0.9975772119371702,1.0,0.8909780358540688,0.8892073277626404,0.890913211102463,0.8891426318421704,0.8909086795135308,0.891302067852539,1.0,1.0,0.727994945730287,0.7561180003509731,1.0,1.0,0.8909735039354085,1.0
23,-12.447235725319814,-14.45322902533681,-12.770883111558334,-14.83171930987939,-12.781786846507913,-12.865720583767484,-11.801030003669126,-14.40809999227713,-14.844253648021379,-14.80080782533031,-14.831252495913418,Fcan01_20070,0.36677868535461755,0.8505911563946419,0.3035400270667995,0.827583606101112,1.0,0.8459664641941617,1.0,0.8111985535679159,1.0,0.9536879703832127,1.0,1.0,1.0,0.2715700954970978,0.2183596462336028,0.8040636647930786,1.0,0.9945629669839473,0.3565668993555273
