,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8,model_9,model_10,model_11,p_val_21,p_val_31,p_val_41,p_val_42,p_val_43,p_val_51,p_val_52,p_val_61,p_val_62,p_val_63,p_val_64,p_val_71,p_val_73,p_val_87,p_val_97,p_val_98,p_val_82,p_val_53,p_val_95,gene_id
0,-51.694720876389795,-53.832668006608,-53.362303261718296,-55.69213386852033,-53.36230329517855,-53.362303200867984,-53.53721181330761,-53.83152651406465,-55.69487694390634,-55.69221689346526,-55.694877322440846,0.34336077408219756,0.43439926920869576,0.13551045322509825,0.3946590975259692,1.0,0.4343992619411411,1.0,0.4343992824253614,1.0,1.0,1.0,0.3980230071500002,0.9162607659884907,0.8631581484688466,0.3399922127538517,0.39389330142681594,1.0,0.9999999832698735,0.3115215304997607,Fcan01_06830
1,-63.751381553401984,-65.77546105198297,-65.12509305261739,-67.32151870328678,-65.12516747509903,-63.89379138209358,-65.12781315204103,-65.77568175587984,-67.32191584251393,-67.3216878724167,-67.32174648488242,0.36347682133204623,0.5031556317869994,0.1677855547209186,0.4616128041013151,1.0,0.5031369090899631,1.0,0.9312710417779853,1.0,1.0,1.0,0.5024717802564372,0.9986408747366428,0.7232977600934486,0.33385405411266306,0.4615720834937046,0.9998896541401163,0.9999627894515067,0.33341271110329895,Fcan01_13627
2,-103.37199651912277,-109.50701437427077,-103.37198239921457,-109.5070006381014,-103.37198793281237,-103.72329468849239,-108.8278329005999,-109.49472232468756,-109.49471205567033,-109.50700498611062,-109.49470852316043,0.04653693746784044,1.0,0.04653725708856541,1.0,1.0,1.0,1.0,0.8389123188714265,1.0,0.8389063962098678,1.0,0.06535520521541816,0.06535474381229783,0.7164515086845865,0.7164551873204719,1.0,1.0,0.9999972332049274,0.046823874772387294,Fcan01_01431
3,-103.60093828454998,-105.68376766742722,-109.28050168403936,-111.68159882383321,-109.69178421575779,-110.50650831896724,-105.91316503722027,-105.68335409090355,-111.64752820862708,-112.15274918044645,-111.68366016858846,0.3529550061731374,0.05843842169453639,0.01759166146435857,0.0498410878346608,1.0,0.047576184641574454,0.13479390803210942,0.03165734723491432,0.08969230264830193,0.5417214619585471,1.0,0.3147069544989086,1.0,1.0,0.056858953049635924,0.050686936776034475,1.0,0.814125078364711,0.3761106125902069,Fcan01_08638
4,-37.31083471714743,-38.05037602996174,-54.00844221631186,-55.630729567491045,-54.00547654400174,-53.85235415823337,-36.548798839740016,-38.05450927024816,-55.696949057875,-55.65911562929858,-55.66542865412086,0.6908927642976223,0.00023667947707352882,0.00010516842711664166,0.00015222105737864897,1.0,0.0002370306942937363,0.00034307884890748166,0.00025589081188495227,0.00037037703259940345,1.0,1.0,1.0,1.0,0.4710197681490145,6.950755480524177e-05,0.00014756823281194425,0.9979355138458961,1.0,0.42924121002350424,Fcan01_13564
5,-62.7720978351731,-126.55154233782278,-62.77191368498413,-126.55140124655509,-62.771938113306106,-62.77212728823804,-126.50413940929087,-126.55111710140972,-126.55118023298166,-126.55150055395566,-126.55118501263189,1.4140657286556512e-14,1.0,1.4141654883375446e-14,1.0,1.0,1.0,1.0,0.9999852735759649,1.0,0.9998932040761351,1.0,1.4479814959730743e-14,1.4478481790776967e-14,0.976784869608476,0.9767540371129675,0.9999684347122197,1.0,0.9999877859136033,1.4142088273096018e-14,Fcan01_20262
6,-36.64196008420424,-44.43939956517934,-36.64195030267757,-44.43939014612468,-36.64195121944505,-36.670205625417736,-45.77894866956888,-44.44461141718844,-44.44460143457002,-44.43939120660059,-44.444601994632876,0.02026784294146309,1.0,0.02026793839364814,1.0,1.0,1.0,1.0,0.9859764879002748,1.0,0.98597166573441,1.0,0.010373567520799733,0.010373516786260112,1.0,1.0,1.0,0.9973974664731335,0.999999541616367,0.020215106499509177,Fcan01_17454
7,-64.72965255756833,-139.01198008881468,-64.72938837000282,-139.0118351353547,-64.72950673714291,-64.7296480203143,-138.90385229017446,-139.0123657895295,-139.01183170321463,-139.01183888323453,-139.01184350289128,7.409647114322919e-17,1.0,7.410184160777647e-17,1.0,1.0,1.0,1.0,1.0,1.0,0.9998701832711822,1.0,7.821268194323487e-17,7.820235121654462e-17,0.9471888848388592,0.9474418589253508,1.0,0.9998071682370271,0.9999408181812682,7.409656617848478e-17,Fcan01_18435
