date,VWC5,VWC_40zone,EV24,FG,Q,rd,SQ,TN,TX,UG,LAI,Crop,BOFEK,VWC5_lag,VWC5_lag3,VWC5_lag40,EV24_lag,FG_lag,Q_lag,rd_lag,SQ_lag,TN_lag,TX_lag,UG_lag,LAI_lag,rd_3day,rd_3day_lag,DOY
2016-05-19,0.2426,0.244,2.65,213.68,16.76,0.3,4.44,8.64,18.81,79.34,0.8625,chicory,317,0.241,0.2419,NA,2.27,288.11,14.15,2.5,3.5,7.89,20.21,74.7,0.775,2.8,2.5,140
2016-05-20,0.2431,0.2436,1.33,343.85,8.13,2.7,1.06,9.42,17.64,83.02,0.95,chicory,317,0.2426,0.2417,NA,2.65,213.68,16.76,0.3,4.44,8.64,18.81,79.34,0.8625,5.5,2.8,141
2016-05-21,0.2584,0.2476,3.57,376.87,20.33,1.6,6.42,11.48,24.04,69.92,1.0375,chicory,317,0.2431,0.241,NA,1.33,343.85,8.13,2.7,1.06,9.42,17.64,83.02,0.95,4.6,5.5,142
2016-05-22,0.2566,0.2475,1.32,261.66,7.72,13.9,0.48,14.42,19.19,84.06,1.125,chicory,317,0.2584,0.2426,NA,3.57,376.87,20.33,1.6,6.42,11.48,24.04,69.92,1.0375,18.2,4.6,143
2016-05-23,0.3056,0.2628,0.75,384.02,4.88,11.1,0.05,10.6,14.46,93.97,1.2125,chicory,317,0.2566,0.2431,NA,1.32,261.66,7.72,13.9,0.48,14.42,19.19,84.06,1.125,26.6,18.2,144
2016-05-24,0.3175,0.2736,1.68,299.12,11.08,0.2,0.69,9.78,14.6,78.87,1.3,chicory,317,0.3056,0.2584,NA,0.75,384.02,4.88,11.1,0.05,10.6,14.46,93.97,1.2125,25.2,26.6,145
2016-05-25,0.3168,0.2744,1.92,139.95,12.3,0,2.64,7.65,16.03,83.06,1.425,chicory,317,0.3175,0.2566,NA,1.68,299.12,11.08,0.2,0.69,9.78,14.6,78.87,1.3,11.3,25.2,146
2016-05-26,0.3128,0.2727,4,169.27,24.4,0,9.71,6.1,21.46,72.75,1.55,chicory,317,0.3168,0.3056,NA,1.92,139.95,12.3,0,2.64,7.65,16.03,83.06,1.425,0.2,11.3,147
2016-05-27,0.3084,0.2707,3.18,263.44,18.15,3.6,5.78,12.28,21.05,79.13,1.675,chicory,317,0.3128,0.3175,NA,4,169.27,24.4,0,9.71,6.1,21.46,72.75,1.55,3.6,0.2,148
2016-05-28,0.2971,0.2687,3.78,178.11,21.62,0,6.36,12.41,24.23,77.46,1.8,chicory,317,0.3084,0.3168,NA,3.18,263.44,18.15,3.6,5.78,12.28,21.05,79.13,1.675,3.6,3.6,149
2016-05-29,0.2904,0.2671,1.44,284.67,8.26,17.8,1.06,13.41,20.29,85.8,1.925,chicory,317,0.2971,0.3128,NA,3.78,178.11,21.62,0,6.36,12.41,24.23,77.46,1.8,21.4,3.6,150
2016-05-30,0.3157,0.2926,0.98,324.38,5.61,55.7,0.19,15.32,20.42,93.77,2.05,chicory,317,0.2904,0.3084,NA,1.44,284.67,8.26,17.8,1.06,13.41,20.29,85.8,1.925,73.5,21.4,151
2016-05-31,0.3055,0.3106,2.65,217.35,15.22,0.5,4.97,13.26,21.99,79.05,2.175,chicory,317,0.3157,0.2971,NA,0.98,324.38,5.61,55.7,0.19,15.32,20.42,93.77,2.05,74,73.5,152
2016-06-01,0.2905,0.3017,1.84,266.6,10.43,3.6,3.26,13.09,24.48,88.01,2.3,chicory,317,0.3055,0.2904,NA,2.65,217.35,15.22,0.5,4.97,13.26,21.99,79.05,2.175,59.8,74,153
2016-06-02,0.2844,0.2982,2.79,342.72,15.79,5.5,2.93,14.5,23.51,85.81,2.2875,chicory,317,0.2905,0.3157,NA,1.84,266.6,10.43,3.6,3.26,13.09,24.48,88.01,2.3,9.6,59.8,154
2016-06-03,0.2709,0.2938,2.6,186.3,14.81,3.4,4.07,14.35,22.76,88.73,2.275,chicory,317,0.2844,0.3055,NA,2.79,342.72,15.79,5.5,2.93,14.5,23.51,85.81,2.2875,12.5,9.6,155
2016-06-04,0.2588,0.2894,3.71,206.56,20.38,0,7.26,13.86,26.64,81.34,2.2625,chicory,317,0.2709,0.2905,NA,2.6,186.3,14.81,3.4,4.07,14.35,22.76,88.73,2.275,8.9,12.5,156
2016-06-05,0.2375,0.2831,5.1,234.38,27.51,0,13.56,13.77,28,70.56,2.25,chicory,317,0.2588,0.2844,NA,3.71,206.56,20.38,0,7.26,13.86,26.64,81.34,2.2625,3.4,8.9,157
2016-06-06,0.2208,0.2762,4.86,213.45,26.64,0,13.17,12.83,27.04,73.2,2.2375,chicory,317,0.2375,0.2709,NA,5.1,234.38,27.51,0,13.56,13.77,28,70.56,2.25,0,3.4,158
2016-06-07,0.2138,0.2716,4.06,213.05,21.76,0,7.4,15.01,27.04,76.55,2.225,chicory,317,0.2208,0.2588,NA,4.86,213.45,26.64,0,13.17,12.83,27.04,73.2,2.2375,0,0,159
2016-06-08,0.208,0.2675,4.31,255.28,25.08,0,10.26,11.75,23.06,77.72,2.2125,chicory,317,0.2138,0.2375,NA,4.06,213.05,21.76,0,7.4,15.01,27.04,76.55,2.225,0,0,160
2016-06-09,0.2032,0.263,4.84,233.59,28.96,0,12.88,9.25,21.69,64.94,2.2,chicory,317,0.208,0.2208,NA,4.31,255.28,25.08,0,10.26,11.75,23.06,77.72,2.2125,0,0,161
2016-06-10,0.1997,0.2591,4.16,146,24.43,0,8.53,8.31,22.44,67.58,2.175,chicory,317,0.2032,0.2138,NA,4.84,233.59,28.96,0,12.88,9.25,21.69,64.94,2.2,0,0,162
2016-06-11,0.1976,0.2556,3.13,183.88,17.85,0,4.02,13.16,22.09,71.78,2.15,chicory,317,0.1997,0.208,NA,4.16,146,24.43,0,8.53,8.31,22.44,67.58,2.175,0,0,163
2016-06-12,0.2087,0.2547,2.05,135.72,12.02,16.7,1.1,14.18,21.8,87.04,2.125,chicory,317,0.1976,0.2032,NA,3.13,183.88,17.85,0,4.02,13.16,22.09,71.78,2.15,16.7,0,164
2016-06-13,0.2867,0.285,1.99,275.68,11.92,15.5,1.98,13.83,20.01,91.37,2.1,chicory,317,0.2087,0.1997,NA,2.05,135.72,12.02,16.7,1.1,14.18,21.8,87.04,2.125,32.2,16.7,165
2016-06-14,0.271,0.2887,2.4,287.03,14.38,5.8,3.99,12.87,20.78,85.31,2.075,chicory,317,0.2867,0.1976,NA,1.99,275.68,11.92,15.5,1.98,13.83,20.01,91.37,2.1,38,32.2,166
2016-06-15,0.2947,0.297,2.56,181.07,15.55,10.8,4,11.39,19.37,87.22,2.05,chicory,317,0.271,0.2087,NA,2.4,287.03,14.38,5.8,3.99,12.87,20.78,85.31,2.075,32.1,38,167
2016-06-16,0.2811,0.2946,3.35,151.97,20.17,14.3,6.97,8.41,21.13,80.64,2.025,chicory,317,0.2947,0.2867,NA,2.56,181.07,15.55,10.8,4,11.39,19.37,87.22,2.05,30.9,32.1,168
2016-06-17,0.3085,0.3022,2,185.19,12.09,6.4,2.05,12.61,19.56,88.38,2,chicory,317,0.2811,0.271,NA,3.35,151.97,20.17,14.3,6.97,8.41,21.13,80.64,2.025,31.5,30.9,169
2016-06-18,0.2986,0.3007,2.33,280.82,14.3,2.3,3.27,12.49,18.74,85.55,2.3125,chicory,317,0.3085,0.2947,0.2576,2,185.19,12.09,6.4,2.05,12.61,19.56,88.38,2,23,31.5,170
2016-06-19,0.2809,0.2954,3.33,214.11,20.18,0.3,6.17,11.77,19.2,73.98,2.625,chicory,317,0.2986,0.2811,0.2548,2.33,280.82,14.3,2.3,3.27,12.49,18.74,85.55,2.3125,9,23,171
2016-06-20,0.2977,0.2976,1.17,420.05,7.07,17.4,0.48,12.79,18.69,86.31,2.9375,chicory,317,0.2809,0.3085,0.2536,3.33,214.11,20.18,0.3,6.17,11.77,19.2,73.98,2.625,20,9,172
2016-06-21,0.3175,0.3054,1.93,240.37,11,2.3,0.62,15.57,21.02,92.09,3.25,chicory,317,0.2977,0.2986,0.2509,1.17,420.05,7.07,17.4,0.48,12.79,18.69,86.31,2.9375,20,20,173
2016-06-22,0.3015,0.3021,4.11,220.57,22.31,0,9.49,15.35,25.55,79.07,3.5625,chicory,317,0.3175,0.2809,0.2484,1.93,240.37,11,2.3,0.62,15.57,21.02,92.09,3.25,19.7,20,174
2016-06-23,0.2912,0.2976,4.37,205.91,22.19,19.3,8.13,18.55,31.35,78.31,3.875,chicory,317,0.3015,0.2977,0.2446,4.11,220.57,22.31,0,9.49,15.35,25.55,79.07,3.5625,21.6,19.7,175
2016-06-24,0.3238,0.3093,2.76,217.26,14.99,0,3.97,15.08,23.83,83.87,4.1875,chicory,317,0.2912,0.3175,0.2431,4.37,205.91,22.19,19.3,8.13,18.55,31.35,78.31,3.875,19.3,21.6,176
2016-06-25,0.3126,0.3038,1.23,177.2,7.5,6.6,1.43,10.97,18.53,89.22,4.5,chicory,317,0.3238,0.3015,0.2419,2.76,217.26,14.99,0,3.97,15.08,23.83,83.87,4.1875,25.9,19.3,177
2016-06-26,0.3135,0.3043,2.85,294.66,18.32,4.7,7.5,10.85,19.61,85.44,4.425,chicory,317,0.3126,0.2912,0.2417,1.23,177.2,7.5,6.6,1.43,10.97,18.53,89.22,4.5,11.3,25.9,178
2016-06-27,0.3151,0.3042,1.46,305.42,8.8,6.2,2.36,11.21,17.58,89.72,4.35,chicory,317,0.3135,0.3238,0.241,2.85,294.66,18.32,4.7,7.5,10.85,19.61,85.44,4.425,17.5,11.3,179
2016-06-28,0.3116,0.3041,3.59,211.34,20.78,7.9,6.01,10.96,22.78,74.89,4.275,chicory,317,0.3151,0.3126,0.2426,1.46,305.42,8.8,6.2,2.36,11.21,17.58,89.72,4.35,18.8,17.5,180
2016-06-29,0.3206,0.3067,3.01,373.86,17.61,2.2,4.37,13.37,21.04,77.48,4.2,chicory,317,0.3116,0.3135,0.2431,3.59,211.34,20.78,7.9,6.01,10.96,22.78,74.89,4.275,16.3,18.8,181
2016-06-30,0.3025,0.3029,1.62,357.9,9.49,4.7,1.06,14.46,19.67,86.71,4.125,chicory,317,0.3206,0.3151,0.2584,3.01,373.86,17.61,2.2,4.37,13.37,21.04,77.48,4.2,14.8,16.3,182
2016-07-01,0.3264,0.3074,1.54,400.68,8.83,13.8,0.35,14.89,20.88,87.72,4.05,chicory,317,0.3025,0.3116,0.2566,1.62,357.9,9.49,4.7,1.06,14.46,19.67,86.71,4.125,20.7,14.8,183
2016-07-02,0.3327,0.3157,3.35,399.28,20.41,2.4,7.77,9.74,19.16,76.97,3.975,chicory,317,0.3264,0.3206,0.3056,1.54,400.68,8.83,13.8,0.35,14.89,20.88,87.72,4.05,20.9,20.7,184
2016-07-03,0.3118,0.3093,3.47,279,20.79,0.6,8.06,10,20.46,74.82,3.9,chicory,317,0.3327,0.3025,0.3175,3.35,399.28,20.41,2.4,7.77,9.74,19.16,76.97,3.975,16.8,20.9,185
2016-07-04,0.2954,0.3043,3.49,136.32,20.25,0,9.22,9.74,22.38,77.82,3.6375,chicory,317,0.3118,0.3264,0.3168,3.47,279,20.79,0.6,8.06,10,20.46,74.82,3.9,3,16.8,186
2016-07-05,0.2863,0.3008,2.13,387.7,12.72,1.4,4.48,10.12,20.75,82.12,3.375,chicory,317,0.2954,0.3327,0.3128,3.49,136.32,20.25,0,9.22,9.74,22.38,77.82,3.6375,2,3,187
2016-07-06,0.2804,0.2978,3.95,245.35,23.82,0,11.13,8.9,20.64,75.16,3.1125,chicory,317,0.2863,0.3118,0.3084,2.13,387.7,12.72,1.4,4.48,10.12,20.75,82.12,3.375,1.4,2,188
2016-07-07,0.2671,0.2936,3.73,167.73,21.76,0,7.57,7.17,22.38,72.95,2.85,chicory,317,0.2804,0.2954,0.2971,3.95,245.35,23.82,0,11.13,8.9,20.64,75.16,3.1125,1.4,1.4,189
2016-07-08,0.2529,NA,2.33,309.32,13.14,0,2.97,14.52,21.7,76.27,2.5875,chicory,317,0.2671,0.2863,0.2904,3.73,167.73,21.76,0,7.57,7.17,22.38,72.95,2.85,0,1.4,190
2016-07-09,0.243,NA,3.43,265.36,18.88,0,4.14,14.58,24.57,76.14,2.325,chicory,317,0.2529,0.2804,0.3157,2.33,309.32,13.14,0,2.97,14.52,21.7,76.27,2.5875,0,0,191
2016-07-10,0.2355,NA,4.6,310.67,24.27,0,10.16,15.49,29.46,69.62,2.0625,chicory,317,0.243,0.2671,0.3055,3.43,265.36,18.88,0,4.14,14.58,24.57,76.14,2.325,0,0,192
2016-07-11,0.2276,NA,3.2,468.71,17.86,0,6.9,15.41,23.18,66.91,1.8,chicory,317,0.2355,0.2529,0.2905,4.6,310.67,24.27,0,10.16,15.49,29.46,69.62,2.0625,0,0,193
2016-07-12,0.223,NA,3.74,290.6,21.82,0.4,7.45,12.52,23.43,76.56,1.8875,chicory,317,0.2276,0.243,0.2844,3.2,468.71,17.86,0,6.9,15.41,23.18,66.91,1.8,0.4,0,194
2016-07-13,0.2462,NA,2.21,224.8,13.66,4.3,4.27,9.92,19.11,83.93,1.975,chicory,317,0.223,0.2355,0.2709,3.74,290.6,21.82,0.4,7.45,12.52,23.43,76.56,1.8875,4.7,0.4,195
2016-07-14,0.2604,NA,3.14,285.99,19.26,0,7.24,7.59,19.92,74.64,2.0625,chicory,317,0.2462,0.2276,0.2588,2.21,224.8,13.66,4.3,4.27,9.92,19.11,83.93,1.975,4.7,4.7,196
2016-07-15,0.2417,NA,3.29,230.74,19.2,0,9.16,9.28,21.78,72.54,2.15,chicory,317,0.2604,0.223,0.2375,3.14,285.99,19.26,0,7.24,7.59,19.92,74.64,2.0625,4.3,4.7,197
2016-07-16,0.2272,NA,2.21,267.45,12.34,0,2.53,14.24,24.12,79.45,2.2375,chicory,317,0.2417,0.2462,0.2208,3.29,230.74,19.2,0,9.16,9.28,21.78,72.54,2.15,0,4.3,198
2016-07-17,0.2231,NA,2.37,244.95,13.3,0.6,5.11,13.6,24.68,82.24,2.325,chicory,317,0.2272,0.2604,0.2138,2.21,267.45,12.34,0,2.53,14.24,24.12,79.45,2.2375,0.6,0,199
2016-07-18,0.2204,NA,4.49,159.72,23.98,0,11.48,12.36,28.1,72.02,2.4125,chicory,317,0.2231,0.2417,0.208,2.37,244.95,13.3,0.6,5.11,13.6,24.68,82.24,2.325,0.6,0.6,200
2016-07-19,0.2152,NA,5.18,165.4,26.83,0,14.67,12.83,30.63,60.91,2.5,chicory,317,0.2204,0.2272,0.2032,4.49,159.72,23.98,0,11.48,12.36,28.1,72.02,2.4125,0.6,0.6,201
2016-07-20,0.2116,0.2533,4.75,266.4,23.95,1.9,11.16,17.89,34.74,62.43,2.3125,chicory,317,0.2152,0.2231,0.1997,5.18,165.4,26.83,0,14.67,12.83,30.63,60.91,2.5,1.9,0.6,202
2016-07-21,0.2093,0.2512,4.62,203.33,24.3,13.8,10.81,16.2,28.4,72.72,2.125,chicory,317,0.2116,0.2204,0.1976,4.75,266.4,23.95,1.9,11.16,17.89,34.74,62.43,2.3125,15.7,1.9,203
2016-07-22,0.2441,0.2559,3.02,180.98,16.31,0.3,5.74,17.36,26.18,82.28,1.9375,chicory,317,0.2093,0.2152,0.2087,4.62,203.33,24.3,13.8,10.81,16.2,28.4,72.72,2.125,16,15.7,204
2016-07-23,0.2441,0.2561,3.32,208.35,17.78,0,5.84,17.84,26.66,83.68,1.75,chicory,317,0.2441,0.2116,0.2867,3.02,180.98,16.31,0.3,5.74,17.36,26.18,82.28,1.9375,14.1,16,205
2016-07-24,0.2288,0.2528,2.79,128.42,15.17,0,5.11,16.54,26.65,83.14,1.5625,chicory,317,0.2441,0.2093,0.271,3.32,208.35,17.78,0,5.84,17.84,26.66,83.68,1.75,0.3,14.1,206
2016-07-25,0.2167,0.2495,2.57,213.65,14.06,0,3.32,14.68,24.7,80.72,1.375,chicory,317,0.2288,0.2441,0.2947,2.79,128.42,15.17,0,5.11,16.54,26.65,83.14,1.5625,0,0.3,207
2016-07-26,0.2093,0.2469,3.3,120.83,18.5,0,6.02,11.81,24.48,74.17,1.1875,chicory,317,0.2167,0.2441,0.2811,2.57,213.65,14.06,0,3.32,14.68,24.7,80.72,1.375,0,0,208
2016-07-27,0.2051,0.2448,2.93,297.43,16.4,2.5,4.78,14.15,22.77,78.38,1,chicory,317,0.2093,0.2288,0.3085,3.3,120.83,18.5,0,6.02,11.81,24.48,74.17,1.1875,2.5,0,209
2016-07-28,0.2044,0.2431,2.49,234.29,13.86,7.1,3.31,15.88,24.18,83.53,1.2,chicory,317,0.2051,0.2167,0.2986,2.93,297.43,16.4,2.5,4.78,14.15,22.77,78.38,1,9.6,2.5,210
2016-07-29,0.2098,0.2429,2.44,311.72,13.84,1.8,3.48,15.17,23.31,82.14,1.4,chicory,317,0.2044,0.2093,0.2809,2.49,234.29,13.86,7.1,3.31,15.88,24.18,83.53,1.2,11.4,9.6,211
2016-07-30,0.2092,0.2422,1.89,218.14,10.77,1.2,1.82,14.08,22.67,86.74,1.6,chicory,317,0.2098,0.2051,0.2977,2.44,311.72,13.84,1.8,3.48,15.17,23.31,82.14,1.4,10.1,11.4,212
2016-07-31,0.2082,0.2414,2.55,213.95,14.86,1.6,5.2,11.64,20.96,81.99,1.8,chicory,317,0.2092,0.2044,0.3175,1.89,218.14,10.77,1.2,1.82,14.08,22.67,86.74,1.6,4.6,10.1,213
2016-08-01,0.2168,0.2417,2.63,215.86,15.46,8.6,5.13,11.25,21.9,80.05,2,chicory,317,0.2082,0.2098,0.3015,2.55,213.95,14.86,1.6,5.2,11.64,20.96,81.99,1.8,11.4,4.6,214
2016-08-02,0.26,0.2491,1.03,287.28,6.06,9.9,0.05,13.41,18.28,96.25,2.2,chicory,317,0.2168,0.2092,0.2912,2.63,215.86,15.46,8.6,5.13,11.25,21.9,80.05,2,20.1,11.4,215
2016-08-03,0.3006,0.2611,0.73,425.65,4.27,14.3,0.46,15.77,19.45,94.12,2.4,chicory,317,0.26,0.2082,0.3238,1.03,287.28,6.06,9.9,0.05,13.41,18.28,96.25,2.2,32.8,20.1,216
2016-08-04,0.2893,0.2682,2.29,378.9,13.2,1.3,3.8,12.8,20.94,81.47,2.6,chicory,317,0.3006,0.2168,0.3126,0.73,425.65,4.27,14.3,0.46,15.77,19.45,94.12,2.4,25.5,32.8,217
2016-08-05,0.2727,0.2691,3.02,269.86,17.64,0.6,7.44,11.52,23.11,80.96,2.65,chicory,317,0.2893,0.26,0.3135,2.29,378.9,13.2,1.3,3.8,12.8,20.94,81.47,2.6,16.2,25.5,218
2016-08-06,0.2593,0.2683,2.63,258.33,15.36,0.9,6.15,9.8,23.01,83.73,2.7,chicory,317,0.2727,0.3006,0.3151,3.02,269.86,17.64,0.6,7.44,11.52,23.11,80.96,2.65,2.8,16.2,219
2016-08-07,0.2525,0.267,2.83,344.79,15.93,0,6.05,9.76,23.96,77.67,2.75,chicory,317,0.2593,0.2893,0.3116,2.63,258.33,15.36,0.9,6.15,9.8,23.01,83.73,2.7,1.5,2.8,220
2016-08-08,0.2467,0.2652,2.71,366.94,15.68,0.7,6.14,12.28,22.13,74.33,2.8,chicory,317,0.2525,0.2727,0.3206,2.83,344.79,15.93,0,6.05,9.76,23.96,77.67,2.75,1.6,1.5,221
2016-08-09,0.2415,0.2636,2.4,228.84,15.08,2.6,6.58,9.79,19.16,79.74,2.85,chicory,317,0.2467,0.2593,0.3025,2.71,366.94,15.68,0.7,6.14,12.28,22.13,74.33,2.8,3.3,1.6,222
2016-08-10,0.2381,0.2619,2.9,212.08,18.64,0.5,8.38,7.12,17.82,79.53,2.9,chicory,317,0.2415,0.2525,0.3264,2.4,228.84,15.08,2.6,6.58,9.79,19.16,79.74,2.85,3.8,3.3,223
2016-08-11,0.2357,0.2603,0.96,342.94,6.12,6.8,0.35,5.98,15.92,92.79,2.95,chicory,317,0.2381,0.2467,0.3327,2.9,212.08,18.64,0.5,8.38,7.12,17.82,79.53,2.9,9.9,3.8,224
2016-08-12,0.2561,0.2625,2.23,306.76,12.52,0,3.73,15.01,23.08,87.11,3,chicory,317,0.2357,0.2415,0.3118,0.96,342.94,6.12,6.8,0.35,5.98,15.92,92.79,2.95,7.3,9.9,225
2016-08-13,0.2457,0.2605,2.39,281.65,13.62,0,4.23,13.45,22.86,83.53,2.975,chicory,317,0.2561,0.2381,0.2954,2.23,306.76,12.52,0,3.73,15.01,23.08,87.11,3,6.8,7.3,226
2016-08-14,0.2388,0.2585,2.64,150.48,15.3,0,4.24,11.32,22.9,76.62,2.95,chicory,317,0.2457,0.2357,0.2863,2.39,281.65,13.62,0,4.23,13.45,22.86,83.53,2.975,0,6.8,227
2016-08-15,0.2302,0.2561,3.94,218.43,22.86,0,11.82,10.68,22.28,73.87,2.925,chicory,317,0.2388,0.2561,0.2804,2.64,150.48,15.3,0,4.24,11.32,22.9,76.62,2.95,0,0,228
2016-08-16,0.2216,0.2534,3.74,283.86,21.97,0,11.5,10.38,22.54,74.82,2.9,chicory,317,0.2302,0.2457,0.2671,3.94,218.43,22.86,0,11.82,10.68,22.28,73.87,2.925,0,0,229
2016-08-17,0.2151,0.2507,4.18,282.34,24.08,0,13.21,10.63,24.73,65.23,2.875,chicory,317,0.2216,0.2388,0.2529,3.74,283.86,21.97,0,11.5,10.38,22.54,74.82,2.9,0,0,230
2016-08-18,0.2102,0.2482,4.08,203.49,23.33,0,12.85,9.06,25.24,67.46,2.85,chicory,317,0.2151,0.2302,0.243,4.18,282.34,24.08,0,13.21,10.63,24.73,65.23,2.875,0,0,231
2016-08-19,0.2122,0.2467,2.67,225.81,15.05,1.7,5.67,10.62,26.37,75.74,2.825,chicory,317,0.2102,0.2216,0.2355,4.08,203.49,23.33,0,12.85,9.06,25.24,67.46,2.85,1.7,0,232
2016-08-20,0.2274,0.2482,2.96,351.37,16.7,0,7.51,14.79,24,72.94,2.8,chicory,317,0.2122,0.2151,0.2276,2.67,225.81,15.05,1.7,5.67,10.62,26.37,75.74,2.825,1.7,1.7,233
2016-08-21,0.2474,0.2508,1.63,420.54,9.57,10.3,3.2,14.04,19.38,84.94,2.75,chicory,317,0.2274,0.2102,0.223,2.96,351.37,16.7,0,7.51,14.79,24,72.94,2.8,12,1.7,234
2016-08-22,0.2791,0.2565,1.52,301.26,8.75,0,3.43,12.26,22.93,86.77,2.7,chicory,317,0.2474,0.2122,0.2462,1.63,420.54,9.57,10.3,3.2,14.04,19.38,84.94,2.75,10.3,12,235
2016-08-23,0.2586,0.2536,4.03,145.48,21.83,0,12.8,11.62,28.19,71.01,2.65,chicory,317,0.2791,0.2274,0.2604,1.52,301.26,8.75,0,3.43,12.26,22.93,86.77,2.7,10.3,10.3,236
2016-08-24,0.2445,0.2513,4.22,195.3,21.73,0,12.9,15.62,31.6,66.74,2.6,chicory,317,0.2586,0.2474,0.2417,4.03,145.48,21.83,0,12.8,11.62,28.19,71.01,2.65,0,10.3,237
2016-08-25,0.2327,0.2488,4.22,177.54,21.52,0,12.82,16.66,32.65,68.14,2.55,chicory,317,0.2445,0.2791,0.2272,4.22,195.3,21.73,0,12.9,15.62,31.6,66.74,2.6,0,0,238
2016-08-26,0.2196,0.2459,3.73,226.15,19.35,0,10.99,17.52,29.68,73.69,2.5,chicory,317,0.2327,0.2586,0.2231,4.22,177.54,21.52,0,12.82,16.66,32.65,68.14,2.55,0,0,239
2016-08-27,0.2111,0.2433,3.44,301.67,18,0.2,8.49,16.59,29.32,75.1,2.45,chicory,317,0.2196,0.2445,0.2204,3.73,226.15,19.35,0,10.99,17.52,29.68,73.69,2.5,0.2,0,240
2016-08-28,0.2071,0.2413,3.09,313.78,16.58,0.1,9.06,14.88,27.06,73.37,2.4,chicory,317,0.2111,0.2327,0.2152,3.44,301.67,18,0.2,8.49,16.59,29.32,75.1,2.45,0.3,0.2,241
2016-08-29,0.2038,0.2394,2.37,219.29,13.89,0,5.24,10.23,22.56,80.72,2.4125,chicory,317,0.2071,0.2196,0.2116,3.09,313.78,16.58,0.1,9.06,14.88,27.06,73.37,2.4,0.3,0.3,242
2016-08-30,0.2016,0.2375,3.45,101.45,20.3,0,12.39,7.69,24.21,73.02,2.425,chicory,317,0.2038,0.2111,0.2093,2.37,219.29,13.89,0,5.24,10.23,22.56,80.72,2.4125,0.1,0.3,243
2016-08-31,0.1999,0.2359,3.45,157.23,19.64,0,11.77,9.77,26.05,71.02,2.4375,chicory,317,0.2016,0.2071,0.2441,3.45,101.45,20.3,0,12.39,7.69,24.21,73.02,2.425,0,0.1,244
2016-09-01,0.1984,0.2342,2.46,191.47,14.31,0,7.01,11.03,24.14,83.07,2.45,chicory,317,0.1999,0.2038,0.2441,3.45,157.23,19.64,0,11.77,9.77,26.05,71.02,2.4375,0,0,245
2016-09-02,0.2316,0.2405,2.6,244.13,15.07,1.8,5.64,9.7,23.18,78.32,2.4625,chicory,317,0.1984,0.2016,0.2288,2.46,191.47,14.31,0,7.01,11.03,24.14,83.07,2.45,1.8,0,246
2016-09-03,0.2396,0.2426,2.48,258.62,14.18,0.6,5.91,13.13,23.51,78.56,2.475,chicory,317,0.2316,0.1999,0.2167,2.6,244.13,15.07,1.8,5.64,9.7,23.18,78.32,2.4625,2.4,1.8,247
